"MetWatch daily weather data for Kumeu, Auckland"
"Wed 14th Dec 2016",19.6,15.3,17.4,0.0,2.8,,
"Thu 15th Dec 2016",22.3,14.4,18.3,1.2,3.5,,
"Fri 16th Dec 2016",19.5,10.8,15.1,0.0,4.8,,
"Sat 17th Dec 2016",20.9,7.0,13.9,0.0,4.4,,
"Sun 18th Dec 2016",23.4,10.4,16.9,0.2,4.2,,
"Mon 19th Dec 2016",23.4,6.9,15.1,0.6,2.9,,
"Tue 20th Dec 2016",21.4,7.6,14.5,0.0,4.7,,
"Wed 21st Dec 2016",24.7,11.8,18.3,0.0,5.0,,
"Thu 22nd Dec 2016",24.8,13.6,19.2,10.0,4.1,,
"Fri 23rd Dec 2016",19.0,10.8,14.9,2.8,4.3,,
"Sat 24th Dec 2016",19.2,14.0,16.6,0.2,4.1,,
"Sun 25th Dec 2016",20.4,14.3,17.4,0.0,3.4,,
"Mon 26th Dec 2016",20.7,8.7,14.7,0.0,3.7,,
"Tue 27th Dec 2016",19.5,14.6,17.0,0.0,2.9,,
"Wed 28th Dec 2016",20.3,12.1,16.2,0.2,2.7,,
"Thu 29th Dec 2016",18.1,7.4,12.8,0.0,2.6,,
"Fri 30th Dec 2016",22.1,9.2,15.7,0.0,4.3,,
"Sat 31st Dec 2016",23.7,9.9,16.8,0.0,3.2,,
"Sun 1st Jan 2017",23.6,13.9,18.7,0.0,4.0,,
"Mon 2nd Jan 2017",-,18.5,-,6.6,-,,Some
"Tue 3rd Jan 2017",24.5,15.6,20.1,1.2,3.1,,
"Wed 4th Jan 2017",20.1,12.2,16.1,0.0,4.0,,
"Thu 5th Jan 2017",20.3,5.3,12.8,0.0,4.6,,
"Fri 6th Jan 2017",20.6,9.1,14.8,0.0,4.4,,
"Sat 7th Jan 2017",21.3,15.2,18.3,0.0,5.0,,
"Sun 8th Jan 2017",20.3,15.0,17.7,0.0,4.2,,
"Mon 9th Jan 2017",22.0,12.0,17.0,0.0,3.5,,
"Tue 10th Jan 2017",21.4,17.9,19.6,1.6,2.0,,
"Wed 11th Jan 2017",23.3,13.4,18.3,0.0,3.3,,
"Thu 12th Jan 2017",24.5,17.6,21.1,0.0,4.9,,
"Fri 13th Jan 2017",23.7,9.1,16.4,0.2,4.0,,
"Sat 14th Jan 2017",25.1,18.8,22.0,0.0,5.3,,
"Sun 15th Jan 2017",26.5,11.8,19.2,0.6,2.8,,
"Mon 16th Jan 2017",21.6,11.7,16.7,0.0,4.8,,
"Tue 17th Jan 2017",22.5,12.4,17.4,0.0,4.9,,
"Wed 18th Jan 2017",23.8,15.3,19.5,0.0,4.2,,
"Thu 19th Jan 2017",20.7,12.4,16.6,6.6,3.4,,
"Fri 20th Jan 2017",20.9,6.0,13.5,0.0,4.3,,
"Sat 21st Jan 2017",23.7,16.2,20.0,24.0,4.3,,
"Sun 22nd Jan 2017",21.4,14.1,17.7,0.2,4.2,,
"Mon 23rd Jan 2017",20.6,13.4,17.0,0.0,4.2,,
"Tue 24th Jan 2017",22.1,12.3,17.2,0.0,4.3,,
"Wed 25th Jan 2017",22.4,11.8,17.1,3.4,2.7,,
"Thu 26th Jan 2017",20.9,9.7,15.3,0.0,4.0,,
"Fri 27th Jan 2017",22.0,11.8,16.9,0.0,4.6,,
"Sat 28th Jan 2017",23.5,8.8,16.1,0.0,4.6,,
"Sun 29th Jan 2017",24.9,8.8,16.8,0.0,4.4,,
"Mon 30th Jan 2017",23.9,12.9,18.4,0.0,4.6,,
"Tue 31st Jan 2017",25.8,12.0,18.9,0.0,4.2,,
"Wed 1st Feb 2017",23.7,14.1,18.9,0.0,3.5,,
"Thu 2nd Feb 2017",24.9,18.0,21.5,3.0,3.7,,
"Fri 3rd Feb 2017",24.3,7.4,15.9,0.6,3.6,,
"Sat 4th Feb 2017",22.6,10.1,16.4,0.0,4.6,,
"Sun 5th Feb 2017",24.9,8.9,16.9,0.0,4.6,,
"Mon 6th Feb 2017",26.9,16.5,21.7,0.0,5.3,,
"Tue 7th Feb 2017",27.2,17.9,22.5,0.0,4.4,,
"Wed 8th Feb 2017",23.6,13.9,18.7,1.0,2.7,,
"Thu 9th Feb 2017",23.0,9.6,16.3,0.2,3.3,,
"Fri 10th Feb 2017",24.0,7.9,15.9,0.0,2.7,,
"Sat 11th Feb 2017",22.0,8.0,15.0,0.0,4.3,,
"Sun 12th Feb 2017",24.1,18.9,21.5,1.6,2.8,,
"Mon 13th Feb 2017",27.0,17.3,22.2,2.4,3.2,,
"Tue 14th Feb 2017",20.8,15.5,18.2,5.2,1.2,,
"Wed 15th Feb 2017",23.7,14.0,18.8,11.8,2.6,,
"Thu 16th Feb 2017",20.3,14.9,17.6,51.2,1.0,,
"Fri 17th Feb 2017",23.6,17.9,20.7,1.6,2.4,,
"Sat 18th Feb 2017",26.0,19.0,22.5,2.0,2.8,,
"Sun 19th Feb 2017",24.9,16.9,20.9,7.0,2.9,,
"Mon 20th Feb 2017",24.9,13.2,19.0,0.0,4.0,,
"Tue 21st Feb 2017",25.0,12.2,18.6,0.0,4.1,,
"Wed 22nd Feb 2017",24.5,10.3,17.4,0.0,3.2,,
"Thu 23rd Feb 2017",25.9,14.5,20.2,0.0,3.4,,
"Fri 24th Feb 2017",24.8,12.7,18.7,0.0,2.7,,
"Sat 25th Feb 2017",24.3,10.3,17.3,0.0,3.5,,
"Sun 26th Feb 2017",25.6,10.5,18.0,0.0,3.3,,
"Mon 27th Feb 2017",26.4,12.3,19.4,0.0,4.0,,
"Tue 28th Feb 2017",25.5,11.6,18.6,0.0,3.6,,
"Wed 1st Mar 2017",24.3,12.6,18.5,3.6,2.2,,
"Thu 2nd Mar 2017",23.4,9.4,16.4,0.0,3.3,,
"Fri 3rd Mar 2017",22.2,10.4,16.3,0.0,3.6,,
"Sat 4th Mar 2017",23.7,17.5,20.6,0.6,3.5,,
"Sun 5th Mar 2017",22.2,10.3,16.3,0.0,2.9,,
"Mon 6th Mar 2017",23.1,12.2,17.6,0.0,3.6,,
"Tue 7th Mar 2017",22.9,15.3,19.1,26.4,1.6,,
"Wed 8th Mar 2017",20.8,15.5,18.1,7.2,2.0,,
"Thu 9th Mar 2017",22.1,19.2,20.6,0.0,2.0,,
"Fri 10th Mar 2017",21.9,18.2,20.1,94.0,1.2,,
"Sat 11th Mar 2017",25.3,17.6,21.4,1.6,2.2,,
"Sun 12th Mar 2017",22.3,17.9,20.1,35.0,1.4,,
"Mon 13th Mar 2017",21.6,12.8,17.2,0.2,2.9,,
"Tue 14th Mar 2017",20.5,9.9,15.2,0.2,2.5,,
"Wed 15th Mar 2017",22.4,7.6,15.0,0.0,3.3,,
"Thu 16th Mar 2017",23.4,8.4,15.9,0.0,3.2,,
"Fri 17th Mar 2017",23.5,12.8,18.1,0.0,2.6,,
"Sat 18th Mar 2017",22.7,9.9,16.3,0.0,2.6,,
"Sun 19th Mar 2017",24.4,8.5,16.4,0.0,3.1,,
"Mon 20th Mar 2017",22.1,16.0,19.1,0.0,2.8,,
"Tue 21st Mar 2017",21.1,17.5,19.3,0.0,2.3,,
"Wed 22nd Mar 2017",22.6,18.2,20.4,0.0,2.6,,
"Thu 23rd Mar 2017",23.4,11.9,17.6,0.0,2.3,,
"Fri 24th Mar 2017",23.5,14.8,19.2,0.0,2.0,,
"Sat 25th Mar 2017",23.9,18.0,21.0,5.8,2.2,,
"Sun 26th Mar 2017",21.9,17.5,19.7,10.2,1.5,,
"Mon 27th Mar 2017",25.5,14.1,19.8,0.0,2.5,,
"Tue 28th Mar 2017",25.4,16.9,21.2,16.8,2.7,,
"Wed 29th Mar 2017",20.7,15.6,18.2,0.8,1.2,,
"Thu 30th Mar 2017",22.4,13.0,17.7,0.0,2.1,,
"Fri 31st Mar 2017",24.0,10.2,17.1,0.0,1.9,,
"Sat 1st Apr 2017",25.2,14.9,20.0,0.0,2.6,,
"Sun 2nd Apr 2017",25.5,18.0,21.7,3.2,1.7,,
"Mon 3rd Apr 2017",26.9,19.2,23.0,3.8,2.6,,
"Tue 4th Apr 2017",23.7,16.9,20.3,98.2,1.1,,
"Wed 5th Apr 2017",24.4,14.7,19.6,8.6,1.6,,
"Thu 6th Apr 2017",20.6,13.9,17.3,4.2,2.5,,
"Fri 7th Apr 2017",20.4,7.3,13.9,0.4,2.0,,
"Sat 8th Apr 2017",21.0,9.4,15.2,0.0,2.2,,
"Sun 9th Apr 2017",19.7,13.6,16.6,0.0,1.9,,
"Mon 10th Apr 2017",22.4,14.0,18.2,0.0,2.4,,
"Tue 11th Apr 2017",22.9,19.1,21.0,23.6,1.9,,
"Wed 12th Apr 2017",21.3,17.7,19.5,69.0,0.8,,
"Thu 13th Apr 2017",19.6,15.2,17.4,4.4,1.0,,
"Fri 14th Apr 2017",22.8,14.9,18.9,8.6,2.0,,
"Sat 15th Apr 2017",20.4,9.8,15.1,0.6,1.8,,
"Sun 16th Apr 2017",21.4,12.8,17.1,6.2,1.8,,
"Mon 17th Apr 2017",19.3,8.7,14.0,0.4,1.8,,
"Tue 18th Apr 2017",22.4,6.6,14.5,0.2,1.7,,
"Wed 19th Apr 2017",19.8,7.9,13.8,1.4,1.8,,
"Thu 20th Apr 2017",19.2,5.7,12.5,0.2,1.5,,
"Fri 21st Apr 2017",18.2,12.3,15.3,0.0,1.3,,
"Sat 22nd Apr 2017",20.5,7.8,14.2,0.0,1.3,,
"Sun 23rd Apr 2017",20.4,12.5,16.4,0.0,1.6,,
"Mon 24th Apr 2017",20.1,5.4,12.8,0.0,1.7,,
"Tue 25th Apr 2017",22.5,4.8,13.7,0.0,1.6,,
"Wed 26th Apr 2017",22.2,6.2,14.2,0.0,1.6,,
"Thu 27th Apr 2017",22.3,7.1,14.7,0.0,1.4,,
"Fri 28th Apr 2017",23.7,13.3,18.5,1.4,1.6,,
"Sat 29th Apr 2017",18.8,16.0,17.4,19.0,0.7,,
"Sun 30th Apr 2017",18.2,11.8,15.0,4.8,1.7,,
"Mon 1st May 2017",16.8,1.3,9.0,0.0,1.6,,
"Tue 2nd May 2017",17.5,0.7,9.1,0.0,1.2,,
"Wed 3rd May 2017",17.7,8.8,13.3,6.6,1.2,,
"Thu 4th May 2017",17.1,11.9,14.5,1.0,2.2,,
"Fri 5th May 2017",18.7,3.5,11.1,0.0,1.3,,
"Sat 6th May 2017",19.5,4.8,12.1,0.0,1.1,,
"Sun 7th May 2017",20.2,6.1,13.2,0.0,1.1,,
"Mon 8th May 2017",20.7,5.7,13.2,0.0,1.0,,
"Tue 9th May 2017",22.0,10.7,16.3,0.0,1.2,,
"Wed 10th May 2017",20.3,14.7,17.5,1.0,1.2,,
"Thu 11th May 2017",20.0,15.2,17.6,57.8,0.8,,
"Fri 12th May 2017",16.5,8.3,12.4,4.8,0.9,,
"Sat 13th May 2017",16.3,1.1,8.7,0.0,1.2,,
"Sun 14th May 2017",17.0,7.9,12.4,0.4,1.1,,
"Mon 15th May 2017",17.6,8.0,12.8,0.0,0.9,,
"Tue 16th May 2017",17.8,11.8,14.8,38.2,1.3,,
"Wed 17th May 2017",21.8,15.3,18.6,11.6,1.3,,
"Thu 18th May 2017",18.1,13.5,15.8,0.4,1.9,,
"Fri 19th May 2017",16.2,12.7,14.4,0.2,1.8,,
"Sat 20th May 2017",16.4,8.5,12.4,7.4,1.9,,
"Sun 21st May 2017",14.5,-1.3,6.6,0.0,0.9,,
"Mon 22nd May 2017",15.0,-1.8,6.6,0.0,0.7,,
"Tue 23rd May 2017",16.0,4.0,10.0,0.6,0.8,,
"Wed 24th May 2017",18.8,4.4,11.6,1.4,0.9,,
"Thu 25th May 2017",18.5,4.6,11.6,0.0,0.8,,
"Fri 26th May 2017",18.5,13.5,16.0,1.8,0.9,,
"Sat 27th May 2017",18.7,11.1,14.9,2.0,0.8,,
"Sun 28th May 2017",19.1,9.9,14.5,0.4,0.9,,
"Mon 29th May 2017",18.8,6.8,12.8,0.0,0.8,,
"Tue 30th May 2017",17.9,8.0,12.9,2.6,0.7,,
"Wed 31st May 2017",17.3,5.6,11.5,1.4,0.7,,
"Thu 1st Jun 2017",17.2,8.9,13.0,3.8,0.8,,
"Fri 2nd Jun 2017",15.4,11.0,13.2,31.0,0.6,,
"Sat 3rd Jun 2017",15.6,2.7,9.2,0.0,0.7,,
"Sun 4th Jun 2017",16.9,5.7,11.3,1.0,0.7,,
"Mon 5th Jun 2017",16.5,3.1,9.8,0.4,0.6,,
"Tue 6th Jun 2017",15.9,4.0,10.0,8.0,0.6,,
"Wed 7th Jun 2017",15.9,2.3,9.1,4.6,0.6,,
"Thu 8th Jun 2017",15.0,0.1,7.5,0.0,0.7,,
"Fri 9th Jun 2017",16.0,5.4,10.7,0.4,0.8,,
"Sat 10th Jun 2017",16.4,3.9,10.1,0.2,1.1,,
"Sun 11th Jun 2017",18.0,4.8,11.4,0.2,0.8,,
"Mon 12th Jun 2017",16.3,8.7,12.5,4.6,0.7,,
"Tue 13th Jun 2017",16.7,13.0,14.9,3.0,1.2,,
"Wed 14th Jun 2017",14.9,9.1,12.0,0.2,1.7,,
"Thu 15th Jun 2017",14.9,10.7,12.8,0.4,1.1,,
"Fri 16th Jun 2017",16.6,5.6,11.1,2.6,0.7,,
"Sat 17th Jun 2017",17.1,4.4,10.8,0.2,0.5,,
"Sun 18th Jun 2017",16.3,8.7,12.5,1.6,0.6,,
"Mon 19th Jun 2017",17.2,9.4,13.3,0.0,0.7,,
"Tue 20th Jun 2017",17.5,12.2,14.9,0.0,1.0,,
"Wed 21st Jun 2017",15.6,13.7,14.7,16.6,1.2,,
"Thu 22nd Jun 2017",16.5,14.1,15.3,4.6,0.5,,
"Fri 23rd Jun 2017",17.7,11.7,14.7,0.8,0.6,,
"Sat 24th Jun 2017",14.9,8.8,11.8,2.4,1.2,,
"Sun 25th Jun 2017",16.7,5.6,11.1,1.6,0.7,,
"Mon 26th Jun 2017",14.6,1.4,8.0,0.0,0.6,,
"Tue 27th Jun 2017",15.3,-0.4,7.5,0.0,0.5,,
"Wed 28th Jun 2017",15.8,4.9,10.3,0.2,0.6,,
"Thu 29th Jun 2017",17.6,1.4,9.5,0.2,0.6,,
"Fri 30th Jun 2017",16.1,4.6,10.4,0.4,0.8,,
"Sat 1st Jul 2017",15.8,5.1,10.5,22.2,0.6,,
"Sun 2nd Jul 2017",15.7,7.0,11.3,16.8,0.6,,
"Mon 3rd Jul 2017",16.5,3.6,10.0,3.0,0.5,,
"Tue 4th Jul 2017",15.7,7.2,11.5,0.0,0.8,,
"Wed 5th Jul 2017",14.8,9.4,12.1,38.8,0.6,,
"Thu 6th Jul 2017",16.4,10.3,13.3,30.6,0.6,,
"Fri 7th Jul 2017",16.1,5.5,10.8,1.2,0.6,,
"Sat 8th Jul 2017",16.8,7.3,12.1,9.2,0.7,,
"Sun 9th Jul 2017",15.9,8.0,11.9,1.8,0.8,,
"Mon 10th Jul 2017",15.3,4.7,10.0,4.6,0.8,,
"Tue 11th Jul 2017",15.2,5.7,10.4,7.0,0.8,,
"Wed 12th Jul 2017",12.3,-0.4,6.0,2.0,0.9,,
"Thu 13th Jul 2017",10.6,3.4,7.0,11.8,0.8,,
"Fri 14th Jul 2017",11.5,2.0,6.7,1.0,0.8,,
"Sat 15th Jul 2017",14.2,2.2,8.2,0.0,0.8,,
"Sun 16th Jul 2017",15.2,1.1,8.2,0.0,0.8,,
"Mon 17th Jul 2017",15.9,4.7,10.3,0.0,0.7,,
"Tue 18th Jul 2017",18.1,6.2,12.1,0.0,0.7,,
"Wed 19th Jul 2017",16.8,3.8,10.3,2.0,0.7,,
"Thu 20th Jul 2017",17.0,11.0,14.0,40.2,0.9,,
"Fri 21st Jul 2017",14.7,9.1,11.9,41.0,0.8,,
"Sat 22nd Jul 2017",14.4,7.1,10.8,3.2,0.8,,
"Sun 23rd Jul 2017",15.2,9.5,12.4,3.4,0.8,,
"Mon 24th Jul 2017",15.0,7.3,11.2,11.2,1.1,,
"Tue 25th Jul 2017",15.9,7.0,11.5,0.6,1.1,,
"Wed 26th Jul 2017",15.1,3.4,9.3,0.2,1.1,,
"Thu 27th Jul 2017",14.7,9.0,11.8,19.4,0.8,,
"Fri 28th Jul 2017",14.6,-0.6,7.0,0.2,0.8,,
"Sat 29th Jul 2017",11.1,-2.8,4.2,0.0,1.0,,
"Sun 30th Jul 2017",15.4,-1.7,6.9,0.0,0.8,,
"Mon 31st Jul 2017",13.8,3.0,8.4,0.0,0.9,,
"Tue 1st Aug 2017",16.4,7.3,11.8,7.6,0.9,,
"Wed 2nd Aug 2017",15.5,10.1,12.8,6.2,0.9,,
"Thu 3rd Aug 2017",13.9,2.0,7.9,0.0,0.9,,
"Fri 4th Aug 2017",13.9,0.8,7.4,0.0,1.0,,
"Sat 5th Aug 2017",15.0,3.6,9.3,0.0,1.1,,
"Sun 6th Aug 2017",16.9,12.3,14.6,7.4,1.1,,
"Mon 7th Aug 2017",19.1,10.8,14.9,0.0,1.1,,
"Tue 8th Aug 2017",17.6,13.9,15.8,9.0,1.0,,
"Wed 9th Aug 2017",15.9,10.6,13.2,16.6,0.6,,
"Thu 10th Aug 2017",16.2,6.7,11.4,7.2,1.1,,
"Fri 11th Aug 2017",15.6,11.5,13.5,0.6,1.3,,
"Sat 12th Aug 2017",16.9,8.7,12.8,0.0,0.9,,
"Sun 13th Aug 2017",18.1,10.1,14.1,9.0,1.2,,
"Mon 14th Aug 2017",15.7,6.4,11.1,8.8,1.3,,
"Tue 15th Aug 2017",15.0,6.3,10.6,0.2,1.5,,
"Wed 16th Aug 2017",16.0,6.2,11.1,0.0,1.2,,
"Thu 17th Aug 2017",18.1,8.5,13.3,2.2,1.0,,
"Fri 18th Aug 2017",16.5,9.1,12.8,1.4,1.1,,
"Sat 19th Aug 2017",17.0,9.9,13.4,12.0,1.2,,
"Sun 20th Aug 2017",16.1,9.5,12.8,1.2,1.6,,
"Mon 21st Aug 2017",16.8,3.8,10.3,0.0,1.6,,
"Tue 22nd Aug 2017",15.8,-0.4,7.7,0.0,1.3,,
"Wed 23rd Aug 2017",15.7,2.5,9.1,0.0,1.2,,
"Thu 24th Aug 2017",16.5,2.1,9.3,0.0,1.4,,
"Fri 25th Aug 2017",16.9,3.0,9.9,0.0,1.7,,
"Sat 26th Aug 2017",17.7,10.3,14.0,0.6,1.7,,
"Sun 27th Aug 2017",16.3,12.2,14.2,17.0,1.1,,
"Mon 28th Aug 2017",19.9,9.2,14.5,5.0,1.3,,
"Tue 29th Aug 2017",17.7,5.8,11.8,16.0,1.8,,
"Wed 30th Aug 2017",17.6,11.1,14.4,13.2,1.2,,
"Thu 31st Aug 2017",16.9,6.6,11.8,0.0,1.6,,
"Fri 1st Sep 2017",16.0,11.2,13.6,36.6,1.1,,
"Sat 2nd Sep 2017",16.5,10.2,13.3,2.0,1.5,,
"Sun 3rd Sep 2017",16.6,4.1,10.4,0.0,1.7,,
"Mon 4th Sep 2017",15.8,7.5,11.6,0.4,1.9,,
"Tue 5th Sep 2017",17.6,13.1,15.3,9.2,1.9,,
"Wed 6th Sep 2017",16.6,12.0,14.3,2.2,1.1,,
"Thu 7th Sep 2017",16.8,10.0,13.4,5.4,2.2,,
"Fri 8th Sep 2017",16.2,11.4,13.8,3.6,2.0,,
"Sat 9th Sep 2017",14.5,6.5,10.5,11.4,1.6,,
"Sun 10th Sep 2017",13.2,5.7,9.5,6.4,2.1,,
"Mon 11th Sep 2017",13.0,8.6,10.8,3.2,1.9,,
"Tue 12th Sep 2017",14.5,9.5,12.0,1.4,2.1,,
"Wed 13th Sep 2017",16.8,12.7,14.8,0.0,2.3,,
"Thu 14th Sep 2017",18.2,10.9,14.5,0.0,1.6,,
"Fri 15th Sep 2017",21.9,11.7,16.8,8.6,2.9,,
"Sat 16th Sep 2017",16.6,7.0,11.8,1.4,2.1,,
"Sun 17th Sep 2017",18.6,9.0,13.8,11.4,2.5,,
"Mon 18th Sep 2017",13.7,8.4,11.1,6.4,1.8,,
"Tue 19th Sep 2017",15.6,3.4,9.5,0.2,2.2,,
"Wed 20th Sep 2017",17.6,9.4,13.5,2.0,2.5,,
"Thu 21st Sep 2017",16.6,7.3,11.9,2.2,1.9,,
"Fri 22nd Sep 2017",15.5,10.9,13.2,0.4,2.0,,
"Sat 23rd Sep 2017",17.0,11.7,14.3,0.0,2.5,,
"Sun 24th Sep 2017",17.6,11.0,14.3,0.0,2.1,,
"Mon 25th Sep 2017",18.3,13.5,15.9,0.0,2.0,,
"Tue 26th Sep 2017",19.5,12.1,15.8,10.4,1.6,,
"Wed 27th Sep 2017",18.3,6.0,12.2,0.0,2.2,,
"Thu 28th Sep 2017",17.1,7.0,12.1,0.2,2.3,,
"Fri 29th Sep 2017",17.8,7.3,12.6,0.0,2.1,,
"Sat 30th Sep 2017",17.2,9.3,13.2,1.4,2.2,,
"Sun 1st Oct 2017",15.6,9.6,12.6,13.4,1.8,,
"Mon 2nd Oct 2017",16.5,11.2,13.8,0.8,2.4,,
"Tue 3rd Oct 2017",16.0,11.8,13.9,0.0,2.0,,
"Wed 4th Oct 2017",16.3,11.7,14.0,0.0,2.5,,
"Thu 5th Oct 2017",17.4,8.9,13.2,0.0,1.7,,
"Fri 6th Oct 2017",19.4,10.6,15.0,0.0,2.4,,
"Sat 7th Oct 2017",18.6,13.1,15.9,14.8,1.9,,
"Sun 8th Oct 2017",20.5,12.5,16.5,3.4,2.3,,
"Mon 9th Oct 2017",19.4,11.4,15.4,34.8,2.0,,
"Tue 10th Oct 2017",19.2,13.1,16.1,1.2,2.1,,
"Wed 11th Oct 2017",16.4,10.8,13.6,0.4,2.9,,
"Thu 12th Oct 2017",16.5,10.5,13.5,0.0,2.9,,
"Fri 13th Oct 2017",17.5,13.6,15.5,6.6,2.4,,
"Sat 14th Oct 2017",19.5,10.9,15.2,0.0,3.1,,
"Sun 15th Oct 2017",16.0,11.2,13.6,0.0,3.4,,
"Mon 16th Oct 2017",17.1,12.0,14.5,0.0,2.8,,
"Tue 17th Oct 2017",15.8,10.7,13.3,1.2,2.7,,
"Wed 18th Oct 2017",16.1,6.9,11.5,0.0,2.2,,
"Thu 19th Oct 2017",16.9,8.1,12.5,0.0,3.5,,
"Fri 20th Oct 2017",15.8,11.9,13.8,0.0,1.6,,
"Sat 21st Oct 2017",16.2,13.0,14.6,0.0,2.0,,
"Sun 22nd Oct 2017",17.0,12.3,14.7,3.4,1.4,,
"Mon 23rd Oct 2017",18.9,9.5,14.2,3.4,1.6,,
"Tue 24th Oct 2017",17.8,12.3,15.0,0.0,3.2,,
"Wed 25th Oct 2017",16.8,12.8,14.8,0.0,2.6,,
"Thu 26th Oct 2017",17.9,15.0,16.5,0.4,1.9,,
"Fri 27th Oct 2017",18.0,14.9,16.4,17.2,1.4,,
"Sat 28th Oct 2017",18.4,14.5,16.5,11.2,1.1,,
"Sun 29th Oct 2017",20.7,14.8,17.7,4.0,3.3,,
"Mon 30th Oct 2017",19.5,11.8,15.6,0.0,2.7,,
