"MetWatch daily weather data for Kumeu, Auckland"
"Tue 6th Aug 2019",14.3,4.7,9.5,2.0,1.2,,
"Wed 7th Aug 2019",15.3,10.3,12.8,11.8,1.3,,
"Thu 8th Aug 2019",16.0,10.1,13.1,10.0,0.8,,
"Fri 9th Aug 2019",15.8,11.0,13.4,4.8,0.9,,
"Sat 10th Aug 2019",18.2,11.8,15.0,2.6,1.4,,
"Sun 11th Aug 2019",18.8,10.3,14.5,10.2,1.5,,
"Mon 12th Aug 2019",16.2,9.5,12.9,10.0,1.4,,
"Tue 13th Aug 2019",15.2,9.7,12.4,3.2,1.8,,
"Wed 14th Aug 2019",15.0,5.7,10.4,0.4,1.2,,
"Thu 15th Aug 2019",14.4,7.7,11.0,0.0,1.2,,
"Fri 16th Aug 2019",14.9,8.4,11.6,3.8,1.4,,
"Sat 17th Aug 2019",16.2,8.8,12.5,7.4,1.2,,
"Sun 18th Aug 2019",9.6,2.8,6.2,4.0,0.7,,
"Mon 19th Aug 2019",13.3,6.0,9.7,0.4,1.5,,
"Tue 20th Aug 2019",14.8,9.8,12.3,19.2,1.4,,
"Wed 21st Aug 2019",14.4,9.8,12.1,5.4,1.6,,
"Thu 22nd Aug 2019",14.6,9.8,12.2,14.8,1.3,,
"Fri 23rd Aug 2019",12.9,4.9,8.9,7.8,0.7,,
"Sat 24th Aug 2019",15.1,10.7,12.9,0.0,2.0,,
"Sun 25th Aug 2019",15.8,11.6,13.7,0.6,1.8,,
"Mon 26th Aug 2019",15.7,9.9,12.8,3.0,1.9,,
"Tue 27th Aug 2019",14.4,3.6,9.0,0.0,1.6,,
"Wed 28th Aug 2019",15.1,3.2,9.2,2.0,1.5,,
"Thu 29th Aug 2019",15.1,2.7,8.9,0.2,1.6,,
"Fri 30th Aug 2019",15.7,10.4,13.0,2.0,1.5,,
"Sat 31st Aug 2019",15.1,2.7,8.9,0.0,1.5,,
"Sun 1st Sep 2019",17.2,4.7,11.0,0.0,1.4,,
"Mon 2nd Sep 2019",17.8,8.7,13.2,0.0,1.9,,
"Tue 3rd Sep 2019",16.3,13.4,14.9,33.8,1.1,,
"Wed 4th Sep 2019",17.3,12.2,14.7,3.6,0.9,,
"Thu 5th Sep 2019",17.6,10.8,14.2,19.8,1.6,,
"Fri 6th Sep 2019",14.7,7.7,11.2,4.2,1.9,,
"Sat 7th Sep 2019",15.5,8.4,11.9,6.0,2.1,,
"Sun 8th Sep 2019",16.9,7.7,12.3,11.8,1.6,,
"Mon 9th Sep 2019",17.2,10.5,13.9,9.2,1.4,,
"Tue 10th Sep 2019",14.5,7.3,10.9,1.4,1.3,,
"Wed 11th Sep 2019",14.8,8.1,11.4,0.4,1.8,,
"Thu 12th Sep 2019",15.4,10.6,13.0,0.0,2.3,,
"Fri 13th Sep 2019",16.0,10.9,13.5,0.6,2.0,,
"Sat 14th Sep 2019",17.5,6.1,11.8,0.6,2.0,,
"Sun 15th Sep 2019",17.0,4.6,10.8,2.6,2.0,,
"Mon 16th Sep 2019",15.5,12.3,13.9,0.0,2.1,,
"Tue 17th Sep 2019",16.7,9.2,12.9,1.0,1.5,,
"Wed 18th Sep 2019",17.5,4.5,11.0,1.6,2.4,,
"Thu 19th Sep 2019",16.8,3.0,9.9,0.0,1.6,,
"Fri 20th Sep 2019",16.4,2.0,9.2,0.0,1.6,,
"Sat 21st Sep 2019",17.7,2.2,9.9,0.0,2.4,,
"Sun 22nd Sep 2019",15.9,7.7,11.8,0.0,2.4,,
"Mon 23rd Sep 2019",17.2,12.2,14.7,13.8,2.6,,
"Tue 24th Sep 2019",16.4,8.8,12.6,18.6,1.9,,
"Wed 25th Sep 2019",14.7,7.3,11.0,10.2,2.2,,
"Thu 26th Sep 2019",14.3,10.3,12.3,1.4,2.7,,
"Fri 27th Sep 2019",15.0,9.8,12.4,2.4,2.2,,
"Sat 28th Sep 2019",16.2,7.9,12.1,0.2,2.2,,
"Sun 29th Sep 2019",17.9,10.1,14.0,1.8,2.4,,
"Mon 30th Sep 2019",17.5,10.6,14.1,0.4,2.3,,
"Tue 1st Oct 2019",14.9,8.2,11.6,5.2,2.5,,
"Wed 2nd Oct 2019",14.2,5.3,9.8,6.2,2.2,,
"Thu 3rd Oct 2019",14.5,6.7,10.6,1.4,2.2,,
"Fri 4th Oct 2019",15.5,7.0,11.2,0.0,2.4,,
"Sat 5th Oct 2019",16.4,10.6,13.5,0.4,1.7,,
"Sun 6th Oct 2019",16.7,11.5,14.1,0.0,2.7,,
"Mon 7th Oct 2019",17.1,11.1,14.1,1.2,1.5,,
"Tue 8th Oct 2019",18.6,8.0,13.3,0.2,2.1,,
"Wed 9th Oct 2019",21.8,13.1,17.5,0.0,3.0,,
"Thu 10th Oct 2019",19.8,14.5,17.2,13.4,1.8,,
"Fri 11th Oct 2019",19.5,11.4,15.5,0.8,2.0,,
"Sat 12th Oct 2019",19.7,4.7,12.2,0.8,2.5,,
"Sun 13th Oct 2019",19.7,7.1,13.4,1.4,2.9,,
"Mon 14th Oct 2019",15.4,11.9,13.7,50.2,1.5,,
"Tue 15th Oct 2019",17.9,10.7,14.3,3.8,1.8,,
"Wed 16th Oct 2019",16.4,11.7,14.0,0.2,2.5,,
"Thu 17th Oct 2019",16.9,8.3,12.6,0.0,1.8,,
"Fri 18th Oct 2019",19.8,13.8,16.8,2.4,2.9,,
"Sat 19th Oct 2019",18.0,11.9,15.0,0.4,2.5,,
"Sun 20th Oct 2019",17.5,7.1,12.3,0.0,2.8,,
"Mon 21st Oct 2019",17.4,11.8,14.6,2.0,2.9,,
"Tue 22nd Oct 2019",16.3,9.3,12.8,3.2,2.7,,
"Wed 23rd Oct 2019",15.2,9.9,12.6,0.4,3.2,,
"Thu 24th Oct 2019",16.7,11.2,14.0,0.8,2.9,,
"Fri 25th Oct 2019",15.6,11.0,13.3,0.0,2.9,,
"Sat 26th Oct 2019",16.5,10.7,13.6,0.0,3.0,,
"Sun 27th Oct 2019",20.3,9.6,15.0,0.0,4.0,,
"Mon 28th Oct 2019",20.7,11.8,16.2,1.8,2.9,,
"Tue 29th Oct 2019",17.3,10.3,13.8,0.2,3.0,,
"Wed 30th Oct 2019",16.6,12.3,14.5,0.4,3.3,,
"Thu 31st Oct 2019",17.7,11.7,14.7,0.0,3.7,,
"Fri 1st Nov 2019",15.9,10.1,13.0,0.0,3.1,,
"Sat 2nd Nov 2019",17.7,11.5,14.6,0.0,3.5,,
"Sun 3rd Nov 2019",21.7,12.2,17.0,0.0,4.0,,
"Mon 4th Nov 2019",24.6,7.7,16.1,0.0,4.5,,
"Tue 5th Nov 2019",25.5,8.0,16.8,0.0,4.5,,
"Wed 6th Nov 2019",26.3,11.9,19.1,0.0,3.7,,
"Thu 7th Nov 2019",25.9,10.7,18.3,0.0,4.8,,
"Fri 8th Nov 2019",23.8,17.0,20.4,0.0,3.3,,
"Sat 9th Nov 2019",22.4,17.1,19.8,5.2,2.8,,
"Sun 10th Nov 2019",22.6,12.5,17.5,22.8,2.5,,
"Mon 11th Nov 2019",17.1,9.5,13.3,4.8,2.5,,
"Tue 12th Nov 2019",16.7,7.6,12.1,3.0,2.6,,
"Wed 13th Nov 2019",19.0,9.1,14.0,7.4,3.4,,
"Thu 14th Nov 2019",20.1,12.6,16.3,0.4,3.7,,
"Fri 15th Nov 2019",18.1,9.6,13.8,0.0,3.7,,
"Sat 16th Nov 2019",20.8,9.8,15.3,0.0,3.2,,
"Sun 17th Nov 2019",24.4,16.9,20.7,18.6,4.1,,
"Mon 18th Nov 2019",21.1,7.2,14.1,4.0,1.7,,
"Tue 19th Nov 2019",18.0,5.2,11.6,0.0,3.3,,
"Wed 20th Nov 2019",19.9,8.0,14.0,0.2,3.0,,
"Thu 21st Nov 2019",18.0,5.0,11.5,0.0,3.9,,
"Fri 22nd Nov 2019",18.4,10.4,14.4,0.0,3.9,,
"Sat 23rd Nov 2019",21.4,14.6,18.0,0.0,4.4,,
"Sun 24th Nov 2019",19.8,14.3,17.0,0.0,3.7,,
"Mon 25th Nov 2019",20.9,10.3,15.6,0.0,4.2,,
"Tue 26th Nov 2019",23.4,9.8,16.6,0.0,4.1,,
"Wed 27th Nov 2019",24.0,13.2,18.6,0.0,4.4,,
"Thu 28th Nov 2019",23.0,15.0,19.0,0.0,2.7,,
"Fri 29th Nov 2019",24.0,11.4,17.7,0.0,3.3,,
"Sat 30th Nov 2019",24.7,10.6,17.6,0.0,4.8,,
"Sun 1st Dec 2019",24.2,14.2,19.2,0.6,3.3,,
"Mon 2nd Dec 2019",25.1,17.7,21.4,0.0,4.1,,
"Tue 3rd Dec 2019",26.9,12.1,19.5,2.6,3.6,,
"Wed 4th Dec 2019",24.8,9.5,17.1,0.0,4.7,,
"Thu 5th Dec 2019",25.4,11.2,18.3,0.0,4.8,,
"Fri 6th Dec 2019",26.4,14.2,20.3,0.0,4.7,,
"Sat 7th Dec 2019",25.4,15.7,20.5,0.0,4.0,,
"Sun 8th Dec 2019",19.6,12.5,16.0,0.8,3.4,,
"Mon 9th Dec 2019",20.7,7.5,14.1,0.0,3.7,,
"Tue 10th Dec 2019",23.4,7.8,15.6,0.0,4.3,,
"Wed 11th Dec 2019",23.6,10.2,16.9,0.0,5.2,,
"Thu 12th Dec 2019",24.0,10.1,17.0,0.0,4.7,,
"Fri 13th Dec 2019",22.0,17.2,19.6,1.2,4.3,,
"Sat 14th Dec 2019",22.2,10.0,16.1,0.0,4.1,,
"Sun 15th Dec 2019",24.6,15.2,19.9,0.0,3.3,,
"Mon 16th Dec 2019",25.4,16.9,21.2,47.0,3.1,,
"Tue 17th Dec 2019",20.9,14.3,17.6,38.4,1.4,,
"Wed 18th Dec 2019",19.4,13.8,16.6,0.2,3.9,,
"Thu 19th Dec 2019",20.5,10.8,15.7,0.0,4.3,,
"Fri 20th Dec 2019",21.6,8.8,15.2,6.2,2.9,,
"Sat 21st Dec 2019",20.7,7.9,14.3,0.0,4.5,,
"Sun 22nd Dec 2019",20.7,12.3,16.5,0.0,5.1,,
"Mon 23rd Dec 2019",20.3,16.5,18.4,0.0,2.7,,
"Tue 24th Dec 2019",21.6,14.0,17.8,0.0,3.0,,
"Wed 25th Dec 2019",21.3,9.6,15.5,0.0,3.8,,
"Thu 26th Dec 2019",21.7,8.7,15.2,0.0,3.4,,
"Fri 27th Dec 2019",21.2,12.8,17.0,1.0,4.6,,
"Sat 28th Dec 2019",19.7,7.4,13.5,0.0,4.2,,
"Sun 29th Dec 2019",19.4,13.4,16.4,0.0,4.3,,
"Mon 30th Dec 2019",20.3,15.8,18.1,0.0,2.1,,
"Tue 31st Dec 2019",24.3,10.3,17.3,0.0,4.1,,
"Wed 1st Jan 2020",21.2,14.2,17.7,0.0,3.2,,
"Thu 2nd Jan 2020",21.0,17.3,19.1,0.0,3.6,,
"Fri 3rd Jan 2020",21.5,15.3,18.4,0.8,3.9,,
"Sat 4th Jan 2020",19.9,14.4,17.2,0.0,4.4,,
"Sun 5th Jan 2020",19.0,14.1,16.6,2.8,2.5,,
"Mon 6th Jan 2020",19.6,14.3,16.9,0.0,4.3,,
"Tue 7th Jan 2020",18.8,8.9,13.8,0.0,3.4,,
"Wed 8th Jan 2020",19.9,9.0,14.4,0.0,3.4,,
"Thu 9th Jan 2020",20.2,12.4,16.3,0.0,3.9,,
"Fri 10th Jan 2020",20.6,8.2,14.4,0.0,3.7,,
"Sat 11th Jan 2020",24.1,6.7,15.4,0.0,4.4,,
"Sun 12th Jan 2020",25.0,8.1,16.6,0.0,5.0,,
"Mon 13th Jan 2020",24.9,14.4,19.6,0.2,4.7,,
"Tue 14th Jan 2020",23.0,14.7,18.8,0.4,3.8,,
"Wed 15th Jan 2020",24.3,12.5,18.4,0.2,3.1,,
"Thu 16th Jan 2020",23.8,10.6,17.2,0.0,3.4,,
"Fri 17th Jan 2020",25.3,8.6,16.9,0.0,4.6,,
"Sat 18th Jan 2020",23.5,9.5,16.5,0.0,4.1,,
"Sun 19th Jan 2020",27.9,10.7,19.3,0.0,4.9,,
"Mon 20th Jan 2020",26.4,17.1,21.7,0.0,5.2,,
"Tue 21st Jan 2020",23.4,13.1,18.2,0.0,4.0,,
"Wed 22nd Jan 2020",23.5,10.6,17.1,0.0,3.3,,
"Thu 23rd Jan 2020",24.2,17.8,21.0,0.0,4.4,,
"Fri 24th Jan 2020",27.2,11.6,19.4,0.2,4.4,,
"Sat 25th Jan 2020",25.0,14.0,19.5,0.0,4.8,,
"Sun 26th Jan 2020",27.0,15.2,21.1,0.0,5.1,,
"Mon 27th Jan 2020",26.9,12.5,19.7,0.0,4.8,,
"Tue 28th Jan 2020",24.8,18.9,21.8,0.4,2.9,,
"Wed 29th Jan 2020",25.8,17.1,21.5,0.0,3.9,,
"Thu 30th Jan 2020",26.3,17.1,21.7,0.2,4.3,,
"Fri 31st Jan 2020",25.5,15.8,20.6,0.0,5.0,,
"Sat 1st Feb 2020",25.2,18.6,21.9,0.0,4.9,,
"Sun 2nd Feb 2020",25.8,16.3,21.1,0.0,4.4,,
"Mon 3rd Feb 2020",26.7,14.1,20.4,0.0,4.4,,
"Tue 4th Feb 2020",29.5,17.5,23.5,0.0,5.3,,
"Wed 5th Feb 2020",23.1,9.7,16.4,0.0,4.1,,
"Thu 6th Feb 2020",22.7,15.1,18.9,0.0,4.0,,
"Fri 7th Feb 2020",25.5,10.1,17.8,0.0,4.5,,
"Sat 8th Feb 2020",25.9,13.2,19.5,0.0,4.4,,
"Sun 9th Feb 2020",22.1,7.1,14.6,0.0,4.3,,
"Mon 10th Feb 2020",22.6,8.3,15.5,0.0,4.1,,
"Tue 11th Feb 2020",23.4,8.2,15.8,0.0,4.1,,
"Wed 12th Feb 2020",-,8.6,-,0.0,-,,Some
"Thu 13th Feb 2020",26.1,9.9,18.0,0.0,4.4,,
"Fri 14th Feb 2020",28.1,17.7,22.9,0.0,4.7,,
"Sat 15th Feb 2020",24.9,19.3,22.1,0.0,4.4,,
"Sun 16th Feb 2020",26.3,15.1,20.7,0.0,3.5,,
"Mon 17th Feb 2020",26.2,15.0,20.6,0.4,2.4,,
"Tue 18th Feb 2020",28.3,16.6,22.5,0.0,3.8,,
"Wed 19th Feb 2020",27.5,11.9,19.7,0.0,3.8,,
"Thu 20th Feb 2020",28.0,13.1,20.5,0.0,4.6,,
"Fri 21st Feb 2020",30.0,16.0,23.0,2.0,4.2,,
"Sat 22nd Feb 2020",23.6,11.2,17.4,13.4,1.9,,
"Sun 23rd Feb 2020",22.5,11.8,17.1,0.2,4.3,,
"Mon 24th Feb 2020",26.0,8.6,17.3,0.0,4.4,,
"Tue 25th Feb 2020",25.0,10.2,17.6,0.0,3.6,,
"Wed 26th Feb 2020",26.6,12.5,19.6,0.0,4.2,,
"Thu 27th Feb 2020",27.6,14.2,20.9,0.0,3.1,,
"Fri 28th Feb 2020",28.6,12.5,20.5,0.0,3.0,,
"Sat 29th Feb 2020",26.3,11.8,19.0,0.0,3.0,,
"Sun 1st Mar 2020",26.6,20.1,23.3,0.0,4.0,,
"Mon 2nd Mar 2020",23.2,19.2,21.2,0.0,2.5,,
"Tue 3rd Mar 2020",25.9,19.5,22.7,2.0,2.4,,
"Wed 4th Mar 2020",24.2,15.2,19.7,1.0,2.4,,
"Thu 5th Mar 2020",23.2,13.4,18.3,0.0,3.0,,
"Fri 6th Mar 2020",23.0,9.6,16.3,0.0,3.6,,
"Sat 7th Mar 2020",24.6,7.7,16.1,0.0,3.6,,
"Sun 8th Mar 2020",25.5,13.8,19.6,0.0,3.6,,
"Mon 9th Mar 2020",26.1,15.7,20.9,10.0,2.2,,
"Tue 10th Mar 2020",22.6,13.3,18.0,2.8,3.2,,
"Wed 11th Mar 2020",21.6,11.5,16.6,2.8,2.9,,
"Thu 12th Mar 2020",23.6,8.0,15.8,0.0,2.9,,
"Fri 13th Mar 2020",23.5,8.2,15.9,0.0,3.2,,
"Sat 14th Mar 2020",26.1,7.9,17.0,0.0,3.2,,
"Sun 15th Mar 2020",25.0,9.1,17.0,0.0,3.4,,
"Mon 16th Mar 2020",21.5,14.1,17.8,0.0,2.0,,
"Tue 17th Mar 2020",22.5,3.1,12.8,0.0,3.1,,
"Wed 18th Mar 2020",21.5,5.1,13.3,0.6,3.2,,
"Thu 19th Mar 2020",21.0,13.5,17.3,10.2,2.3,,
"Fri 20th Mar 2020",22.2,11.3,16.8,28.0,2.0,,
"Sat 21st Mar 2020",22.8,10.7,16.8,0.0,2.4,,
"Sun 22nd Mar 2020",24.5,16.6,20.6,1.0,2.9,,
"Mon 23rd Mar 2020",22.7,14.4,18.5,4.0,2.1,,
"Tue 24th Mar 2020",18.5,9.9,14.2,1.4,2.4,,
"Wed 25th Mar 2020",20.4,7.2,13.8,0.4,2.5,,
"Thu 26th Mar 2020",21.0,8.6,14.8,0.6,2.5,,
"Fri 27th Mar 2020",19.7,9.0,14.4,2.4,2.1,,
"Sat 28th Mar 2020",19.3,5.7,12.5,0.0,2.4,,
"Sun 29th Mar 2020",22.0,0.0,11.0,0.0,2.5,,
"Mon 30th Mar 2020",23.1,7.3,15.2,0.2,1.8,,
"Tue 31st Mar 2020",23.9,8.9,16.4,0.2,2.3,,
"Wed 1st Apr 2020",24.7,5.8,15.3,0.0,2.4,,
"Thu 2nd Apr 2020",23.2,7.4,15.3,0.2,2.8,,
"Fri 3rd Apr 2020",23.7,7.0,15.3,0.0,2.0,,
"Sat 4th Apr 2020",22.3,7.0,14.6,0.0,2.4,,
"Sun 5th Apr 2020",22.0,5.2,13.6,0.0,2.4,,
"Mon 6th Apr 2020",21.5,7.1,14.3,0.0,2.0,,
"Tue 7th Apr 2020",24.0,9.9,16.9,0.0,2.2,,
"Wed 8th Apr 2020",21.7,14.2,18.0,0.2,2.0,,
"Thu 9th Apr 2020",19.0,3.7,11.3,1.0,2.1,,
"Fri 10th Apr 2020",-,3.6,-,0.0,-,,Some
"Sat 11th Apr 2020",22.5,4.8,13.6,0.0,1.7,,
"Sun 12th Apr 2020",24.3,15.0,19.7,10.6,2.3,,
"Mon 13th Apr 2020",20.1,13.2,16.7,3.2,2.4,,
"Tue 14th Apr 2020",17.1,12.5,14.8,1.2,2.5,,
"Wed 15th Apr 2020",17.8,12.2,15.0,5.0,1.9,,
"Thu 16th Apr 2020",19.6,15.5,17.5,0.4,1.7,,
"Fri 17th Apr 2020",20.7,15.8,18.2,5.2,1.2,,
"Sat 18th Apr 2020",21.3,11.3,16.3,0.0,1.6,,
"Sun 19th Apr 2020",20.3,11.7,16.0,4.4,1.1,,
"Mon 20th Apr 2020",21.3,12.2,16.7,0.2,1.2,,
"Tue 21st Apr 2020",19.5,4.1,11.8,0.2,0.8,,
"Wed 22nd Apr 2020",21.2,9.3,15.3,0.0,1.8,,
"Thu 23rd Apr 2020",21.5,11.9,16.7,0.0,1.5,,
"Fri 24th Apr 2020",21.8,6.4,14.1,0.0,1.9,,
"Sat 25th Apr 2020",19.8,8.0,13.9,0.0,1.7,,
"Sun 26th Apr 2020",21.0,2.8,11.9,0.2,1.6,,
"Mon 27th Apr 2020",20.0,9.9,14.9,0.0,1.6,,
"Tue 28th Apr 2020",19.5,3.2,11.3,0.0,1.6,,
"Wed 29th Apr 2020",21.3,5.8,13.5,0.0,1.6,,
"Thu 30th Apr 2020",20.2,7.5,13.9,0.0,1.2,,
"Fri 1st May 2020",19.5,9.5,14.5,0.0,0.9,,
"Sat 2nd May 2020",21.2,16.0,18.6,0.0,1.6,,
"Sun 3rd May 2020",20.1,11.2,15.6,38.4,0.8,,
"Mon 4th May 2020",20.4,12.5,16.5,7.2,1.6,,
"Tue 5th May 2020",16.4,9.5,12.9,-,1.4,,Some
"Wed 6th May 2020",15.0,1.9,8.5,0.4,1.6,,
"Thu 7th May 2020",17.7,10.6,14.2,0.2,1.3,,
"Fri 8th May 2020",18.8,4.0,11.4,0.0,1.3,,
"Sat 9th May 2020",19.3,6.0,12.7,0.0,1.2,,
"Sun 10th May 2020",19.3,9.1,14.2,0.2,1.1,,
"Mon 11th May 2020",17.8,12.4,15.1,0.6,1.3,,
"Tue 12th May 2020",18.4,12.0,15.2,0.2,1.5,,
"Wed 13th May 2020",17.0,11.1,14.0,2.8,0.9,,
"Thu 14th May 2020",17.5,4.1,10.8,0.0,0.9,,
"Fri 15th May 2020",18.7,4.4,11.6,0.0,1.0,,
"Sat 16th May 2020",19.4,3.4,11.4,0.0,1.1,,
"Sun 17th May 2020",18.4,4.1,11.3,0.0,1.2,,
"Mon 18th May 2020",18.2,0.7,9.4,0.0,1.1,,
"Tue 19th May 2020",16.8,0.4,8.6,0.0,1.0,,
"Wed 20th May 2020",16.2,-1.5,7.3,0.0,0.9,,
"Thu 21st May 2020",17.2,1.4,9.3,0.2,0.9,,
"Fri 22nd May 2020",17.4,-0.3,8.6,0.0,0.9,,
"Sat 23rd May 2020",15.9,4.2,10.0,0.2,0.8,,
"Sun 24th May 2020",18.1,15.9,17.0,14.4,0.6,,
"Mon 25th May 2020",18.7,13.9,16.3,21.0,0.6,,
"Tue 26th May 2020",18.9,13.5,16.2,-,0.8,,Some
"Wed 27th May 2020",14.4,8.1,11.2,-,0.5,,Some
"Thu 28th May 2020",17.4,9.3,13.4,-,0.8,,Some
"Fri 29th May 2020",15.1,12.5,13.8,-,0.6,,Some
"Sat 30th May 2020",18.5,9.4,14.0,-,0.7,,Some
"Sun 31st May 2020",15.6,12.7,14.1,-,0.7,,Some
"Mon 1st Jun 2020",17.8,13.4,15.6,-,0.9,,Some
"Tue 2nd Jun 2020",17.4,5.1,11.3,0.0,0.9,,
"Wed 3rd Jun 2020",18.1,8.3,13.2,0.0,1.0,,
"Thu 4th Jun 2020",18.9,8.1,13.5,0.2,0.8,,
"Fri 5th Jun 2020",17.7,9.7,13.7,5.2,0.7,,
"Sat 6th Jun 2020",16.0,7.6,11.8,0.2,0.8,,
"Sun 7th Jun 2020",14.8,4.2,9.5,0.0,1.0,,
"Mon 8th Jun 2020",15.9,3.2,9.6,0.2,0.7,,
"Tue 9th Jun 2020",16.0,4.4,10.2,0.0,0.8,,
"Wed 10th Jun 2020",17.4,5.9,11.6,0.2,0.6,,
"Thu 11th Jun 2020",16.7,6.3,11.5,7.4,0.7,,
"Fri 12th Jun 2020",15.8,6.0,10.9,0.0,0.7,,
"Sat 13th Jun 2020",16.1,8.6,12.3,0.0,0.6,,
"Sun 14th Jun 2020",16.1,2.2,9.2,0.0,0.7,,
"Mon 15th Jun 2020",16.5,6.3,11.4,0.0,0.7,,
"Tue 16th Jun 2020",16.8,4.8,10.8,0.0,0.6,,
"Wed 17th Jun 2020",18.8,7.0,12.9,4.4,0.7,,
"Thu 18th Jun 2020",15.4,2.4,8.9,29.2,0.4,,
"Fri 19th Jun 2020",16.6,3.6,10.1,0.0,0.6,,
"Sat 20th Jun 2020",17.0,7.9,12.5,0.0,0.8,,
"Sun 21st Jun 2020",15.8,12.0,13.9,0.0,0.7,,
"Mon 22nd Jun 2020",18.5,6.1,12.3,0.0,1.1,,
